id,title,year,rated,released,runtime,plot,language,country,awards,metascore,imdb_rating,imdb_votes,tomato_meter,tomato_rating,tomato_consensus,wiki_title,imdb_id,rt_title,created,updated
11918,"The Pearl of Death",1944,Approved,"01 Aug 1944","69 min",,,USA,N/A,N/A,7.5,"2,340",N/A,N/A,N/A,"The Pearl of Death",tt0037168,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:15 +0100"
11919,"The Pebble and the Penguin",1995,G,"11 Apr 1995","74 min",,,"Ireland, USA","1 nomination.",N/A,5.5,"2,225",11,3.3,N/A,"The Pebble and the Penguin",tt0114108,pebble_and_the_penguin,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:15 +0100"
11920,,,,,,,,,,,,,,,,"The Pelican Brief (film)",tt107798,pelican_brief,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:16 +0100"
11921,"The Penalty",1920,N/A,"01 Aug 1920","90 min",,,USA,N/A,N/A,7.6,"1,101",80,7.3,N/A,"The Penalty (film)",tt0011565,penalty,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:17 +0100"
11922,"The Pentagon Wars",1998,R,"28 Feb 1998","104 min",,,USA,"Won 1 Primetime Emmy. Another 1 win & 1 nomination.",N/A,7.2,"1,984",N/A,N/A,N/A,"The Pentagon Wars",tt0144550,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:18 +0100"
11923,"The People That Time Forgot",1977,PG,"17 Aug 1977","90 min",,,UK,N/A,N/A,5.3,"1,606",40,4.9,N/A,"The People That Time Forgot (film)",tt0076535,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:20 +0100"
11924,,,,,,,,,,,,,,,,"The People Under the Stairs",tt105121,people_under_the_stairs,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:21 +0100"
11925,"The People vs. Larry Flynt",1996,R,"25 Dec 1996","129 min",,,USA,"Nominated for 2 Oscars. Another 27 wins & 13 nominations.",79,7.3,"61,706",87,7.7,N/A,"The People vs. Larry Flynt",tt0117318,people_vs_larry_flynt,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:21 +0100"
11926,"Choi-gang lo-maen-seu",2007,N/A,"25 Jan 2007","109 min",,,"South Korea",N/A,N/A,6.4,98,N/A,N/A,N/A,"The Perfect Couple (film)",tt1649294,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:23 +0100"
11927,"The Perfect Host",2010,R,"07 May 2011","93 min",,,USA,"1 win.",48,6.8,"16,110",44,5.1,N/A,"The Perfect Host",tt1334553,the-perfect-host,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:25 +0100"
11928,"The Perfect Man",2005,PG,"17 Jun 2005","100 min",,,USA,"2 wins & 3 nominations.",27,5.4,"18,670",6,3.2,"Preposterous and predictable, The Perfect Man manages few laughs with its poorly paced sitcom script, cookie-cutter characters and contrived plotting.","The Perfect Man",tt0380623,perfect_man,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:27 +0100"
11929,"The Perfect Score",2004,PG-13,"30 Jan 2004","93 min",,,"USA, Germany","1 nomination.",35,5.6,"16,211",17,3.8,"Neither funny nor suspenseful, this heist / teen flick also fails to explore its potentially socially relevant premise.","The Perfect Score",tt0314498,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:30 +0100"
11930,"A Perfect Son",2000,N/A,"12 Jan 2001","92 min",,,Canada,"3 nominations.",N/A,6.6,302,N/A,N/A,N/A,"The Perfect Son",tt0230631,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:32 +0100"
11931,"The Perfect Storm",2000,PG-13,"30 Jun 2000","130 min",,,USA,"Nominated for 2 Oscars. Another 4 wins & 19 nominations.",59,6.3,"113,422",N/A,N/A,N/A,"The Perfect Storm (film)",tt0177971,perfect_storm,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:35 +0100"
11932,"The Perils of Gwendoline in the Land of the Yik Yak",1984,R,"25 Jan 1985","87 min",,,France,N/A,N/A,5.2,"1,665",33,N/A,N/A,"The Perils of Gwendoline in the Land of the Yik-Yak",tt0087903,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:37 +0100"
11933,"The Perils of Pauline",1914,N/A,"23 Mar 1914","199 min",,,USA,"1 win.",N/A,7.7,698,50,N/A,N/A,"The Perils of Pauline (1914 serial)",tt0004465,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:40 +0100"
11934,"Perils of Pauline",1933,N/A,"06 Nov 1933","231 min",,,USA,N/A,N/A,6.2,77,N/A,N/A,N/A,"The Perils of Pauline (1933 serial)",tt0025644,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:43 +0100"
11935,"The Perils of Pauline",1947,Approved,"04 Jul 1947","96 min",,,USA,N/A,N/A,7.2,659,41,N/A,N/A,"The Perils of Pauline (1947 film)",tt0039698,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:46 +0100"
11936,"The Perils of Pauline",1967,N/A,"02 Aug 1967","107 min",,,USA,N/A,N/A,5.8,191,N/A,N/A,N/A,"The Perils of Pauline (1967 film)",tt0062117,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:48 +0100"
11937,"The Perks of Being a Wallflower",2012,PG-13,"12 Oct 2012","102 min",,,USA,"17 wins & 22 nominations.",67,8.1,"235,042",85,7.4,"The Perks of Being a Wallflower is a heartfelt and sincere adaptation that's bolstered by strong lead performances.","The Perks of Being a Wallflower (film)",tt1659337,perks_of_being_a_wallflower,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:49 +0100"
11938,"The Freeloader",1917,N/A,"15 Nov 1917",N/A,,,USA,N/A,N/A,5.6,5,N/A,N/A,N/A,"The Pest (1917 film)",tt0270572,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:52 +0100"
11939,"The Pest",1997,PG-13,"07 Feb 1997","84 min",,,USA,N/A,N/A,4.9,"6,039",9,2.3,N/A,"The Pest (1997 film)",tt0119887,pest,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:54 +0100"
11940,"The Petrified Forest",1936,"Not Rated","08 Feb 1936","82 min",,,USA,N/A,N/A,7.7,"7,928",100,7.6,N/A,"The Petrified Forest",tt0028096,petrified_forest,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:56 +0100"
11941,"The Phantom",1996,PG,"07 Jun 1996","100 min",,,"Australia, USA","2 wins.",N/A,4.8,"24,080",43,5.2,"The script gives Billy Zane little to work with, and thus he plays the Phantom as a friendly but completely one-dimensional hero.","The Phantom (1996 film)",tt0117331,1072083-phantom,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:57 +0100"
11942,"The Phantom Carriage",1921,"Not Rated","04 Jun 1922","93 min",,,Sweden,N/A,N/A,8.0,"4,424",N/A,N/A,N/A,"The Phantom Carriage",tt0012364,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:33:58 +0100"
11943,"Phantom Carriage",1958,N/A,"18 Sep 1958","109 min",,,Sweden,"1 nomination.",N/A,6.8,25,N/A,N/A,N/A,"The Phantom Carriage (1958 film)",tt0051836,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:02 +0100"
11944,"The Phantom Planet",1961,TV-G,"13 Dec 1961","82 min",,,USA,N/A,N/A,3.1,"1,856",N/A,N/A,N/A,"The Phantom Planet",tt0055294,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:04 +0100"
11945,"The Phantom Tollbooth",1970,G,"01 Dec 1972","90 min",,,USA,N/A,N/A,7.0,"1,788",100,6.8,N/A,"The Phantom Tollbooth (film)",tt0064806,phantom_tollbooth,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:08 +0100"
11946,"The Phantom from 10,000 Leagues",1955,N/A,"01 Dec 1955","80 min",,,USA,N/A,N/A,3.2,835,22,N/A,N/A,"The Phantom from 10,000 Leagues",tt0049615,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:13 +0100"
11947,"The Phantom of Liberty",1974,R,"27 Oct 1974","104 min",,,"Italy, France","2 wins.",N/A,8.0,"8,018",88,8.3,N/A,"The Phantom of Liberty",tt0071487,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:15 +0100"
11948,"The Phantom of the Opera",1925,Unrated,"15 Nov 1925","93 min",,,USA,"2 wins.",N/A,7.8,"10,004",90,8.3,"Decades later, it still retains its ability to scare -- and Lon Chaney's performance remains one of the benchmarks of the horror genre.","The Phantom of the Opera (1925 film)",tt0016220,1016240-phantom_of_the_opera,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:16 +0100"
11949,"The Phantom of the Opera",1962,Unrated,"15 Aug 1962","84 min",,,UK,"1 nomination.",N/A,6.4,"1,519",N/A,N/A,N/A,"The Phantom of the Opera (1962 film)",tt0056347,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:18 +0100"
11950,"The Phantom of the Opera",1989,R,"04 Nov 1989","93 min",,,USA,"1 win.",N/A,5.4,"2,220",38,5.3,N/A,"The Phantom of the Opera (1989 film)",tt0098090,1016239-phantom_of_the_opera,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:19 +0100"
11951,"The Phantom of the Opera",1998,R,"20 Nov 1998","99 min",,,Italy,"1 nomination.",N/A,4.1,"3,911",13,3.8,N/A,"The Phantom of the Opera (1998 film)",tt0119889,1090178-phantom_of_the_opera,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:20 +0100"
11952,"The Phantom of the Opera",2004,PG-13,"22 Dec 2004","143 min",,,"UK, USA","Nominated for 3 Oscars. Another 6 wins & 27 nominations.",40,7.4,"79,198",33,5.0,"The music of the night has hit something of a sour note: Critics are calling the screen adaptation of Andrew Lloyd Webber's popular musical histrionic, boring, and lacking in both romance and danger. Still, some have praised the film for its sheer spectacle.","The Phantom of the Opera (2004 film)",tt0293508,phantom_of_the_opera,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:22 +0100"
11953,"The Philadelphia Experiment",1984,PG,"03 Aug 1984","102 min",,,USA,"1 win & 1 nomination.",N/A,6.1,"8,814",50,5.1,N/A,"The Philadelphia Experiment (film)",tt0087910,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:23 +0100"
11954,"The Philadelphia Story",1940,"Not Rated","26 Dec 1940","112 min",,,USA,"Won 2 Oscars. Another 3 wins & 4 nominations.",N/A,8.1,"42,711",100,8.7,"Offering a wonderfully witty script, spotless direction from George Cukor, and typically excellent lead performances, The Philadelphia Story is an unqualified classic.","The Philadelphia Story (film)",tt0032904,philadelphia_story,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:28 +0100"
11955,"The Photographical Congress Arrives in Lyon",1895,"Not Rated","12 Jun 1895","1 min",,,France,N/A,N/A,5.6,712,N/A,N/A,N/A,"The Photographical Congress Arrives in Lyon",tt0000013,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:30 +0100"
11956,"The Pianist",1991,N/A,"31 Jan 1992","112 min",,,Canada,"1 nomination.",N/A,5.5,97,43,N/A,N/A,"The Pianist (1991 film)",tt0102663,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:33 +0100"
11957,"The Pianist",2002,R,"28 Mar 2003","150 min",,,"France, Poland, Germany, UK","Won 3 Oscars. Another 51 wins & 48 nominations.",85,8.5,"337,013",96,8.2,"Well-acted and dramatically moving, The Pianist is Polanski's best work in years.","The Pianist (2002 film)",tt0253474,pianist,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:34 +0100"
11958,"The Piano",1993,R,"12 Nov 1993","121 min",,,"Australia, New Zealand, France","Won 3 Oscars. Another 65 wins & 31 nominations.",89,7.6,"53,673",90,8.2,N/A,"The Piano",tt0107822,piano,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:36 +0100"
11959,"The Piano Teacher",2001,R,"05 Sep 2001","131 min",,,"Austria, France, Germany","Nominated for 1 BAFTA Film Award. Another 18 wins & 17 nominations.",79,7.4,"28,878",73,6.9,"Though it makes for rather unpleasant viewing, The Piano Teacher is a riveting and powerful psychosexual drama.","The Piano Teacher (2001 film)",tt0254686,piano_teacher,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:36 +0100"
11960,"The Pick-up Artist",1987,PG-13,"18 Sep 1987","81 min",,,USA,N/A,N/A,5.1,"3,964",55,5.0,N/A,"The Pick-up Artist (film)",tt0093737,pickup_artist,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:37 +0100"
11961,"The Picture of Dorian Gray",1945,"Not Rated","03 Mar 1945","110 min",,,USA,"Won 1 Oscar. Another 2 wins & 2 nominations.",N/A,7.6,"7,412",89,7.9,N/A,"The Picture of Dorian Gray (1945 film)",tt0037988,1016302-picture_of_dorian_gray,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:37 +0100"
11962,"The Pilgrim",1923,TV-G,"26 Feb 1923","40 min",,,USA,N/A,N/A,7.4,"2,211",N/A,N/A,N/A,"The Pilgrim (film)",tt0014358,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:38 +0100"
11963,"The Pillow Book",1996,"Not Rated","06 Jun 1997","126 min",,,"Netherlands, UK, France, Luxembourg","5 wins & 1 nomination.",64,6.7,"9,446",67,6.6,N/A,"The Pillow Book (film)",tt0114134,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:39 +0100"
11964,"The Pink Panther",1963,TV-PG,"20 Mar 1964","115 min",,,USA,"Nominated for 1 Oscar. Another 3 wins & 5 nominations.",N/A,7.2,"30,820",90,7.3,N/A,"The Pink Panther (1963 film)",tt0057413,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:41 +0100"
11965,"The Pink Panther",2006,PG,"10 Feb 2006","93 min",,,"USA, Czech Republic","1 win & 3 nominations.",38,5.5,"53,246",22,4.1,"Though Steve Martin is game, the particulars of the Inspector Clouseau character elude him in this middling update.","The Pink Panther (2006 film)",tt0383216,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:42 +0100"
11966,"The Pink Panther 2",2009,PG,"06 Feb 2009","92 min",,,USA,"3 nominations.",36,5.5,"25,515",12,3.5,"Underutilizing its talented cast, The Pink Panther 2 is little more than a series of lame slapstick gags.","The Pink Panther 2",tt0838232,pink_panther_2,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:43 +0100"
11967,"The Pink Panther 2",2009,PG,"06 Feb 2009","92 min",,,USA,"3 nominations.",36,5.5,"25,515",12,3.5,"Underutilizing its talented cast, The Pink Panther 2 is little more than a series of lame slapstick gags.","The Pink Panther Deux",tt0838232,pink_panther_2,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:45 +0100"
11968,"The Pink Panther Strikes Again",1976,PG,"17 Dec 1976","103 min",,,"UK, USA","Nominated for 1 Oscar. Another 2 wins & 2 nominations.",N/A,7.2,"17,993",83,7.1,N/A,"The Pink Panther Strikes Again",tt0075066,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:45 +0100"
11969,"The Pirate",1948,Approved,"11 Jun 1948","102 min",,,USA,"Nominated for 1 Oscar. Another 1 nomination.",N/A,7.1,"2,589",71,6.0,N/A,"The Pirate",tt0040694,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:46 +0100"
11970,"The Pirate Movie",1982,PG,"06 Aug 1982","98 min",,,Australia,"3 wins & 8 nominations.",N/A,5.0,"3,005",9,2.2,N/A,"The Pirate Movie",tt0084504,pirate_movie,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:47 +0100"
11971,"The Pirates! Band of Misfits",2012,PG,"27 Apr 2012","88 min",,,"UK, USA","Nominated for 1 Oscar. Another 1 win & 12 nominations.",N/A,6.7,"30,614",N/A,N/A,N/A,"The Pirates! In an Adventure with Scientists!",tt1430626,pirates_band_of_misfits,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:49 +0100"
11972,"The Pirates Who Don't Do Anything: A VeggieTales Movie",2008,G,"11 Jan 2008","85 min",,,USA,N/A,49,5.6,"1,732",39,4.7,"This Veggietale should please the youngest crowds, but the silly script will tire the more discerning viewer.","The Pirates Who Don't Do Anything: A VeggieTales Movie",tt0475998,pirates_who_dont_do_anything_a_veggietales_movie,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:51 +0100"
11973,"Pit and the Pendulum",1961,Approved,"12 Aug 1961","80 min",,,USA,N/A,N/A,7.1,"7,089",83,6.8,N/A,"The Pit and the Pendulum (1961 film)",tt0055304,1016369-pit_and_the_pendulum,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:51 +0100"
11974,"The Pit and the Pendulum",1991,Unrated,"27 Jun 1991","97 min",,,USA,"1 win & 2 nominations.",N/A,6.2,"2,249",50,5.9,N/A,"The Pit and the Pendulum (1990 film)",tt0100369,1031984-pit_and_the_pendulum,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:52 +0100"
11975,"The Place Beyond the Pines",2012,R,"19 Apr 2013","140 min",,,USA,"2 wins & 5 nominations.",68,7.4,"130,542",81,7.3,"Ambitious to a fault, The Place Beyond the Pines finds writer/director Derek Cianfrance reaching for -- and often grasping -- thorny themes of family, fatherhood, and fate.","The Place Beyond the Pines",tt1817273,the_place_beyond_the_pines_2012,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:53 +0100"
11976,"The Plague",2006,R,"05 Sep 2006","88 min",,,USA,N/A,N/A,4.5,"3,459",N/A,N/A,N/A,"The Plague (2006 film)",tt0479125,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:56 +0100"
11977,"The Plague Dogs",1982,PG-13,"01 Oct 1982","103 min",,,"USA, UK",N/A,N/A,7.9,"3,065",N/A,N/A,N/A,"The Plague Dogs (film)",tt0084509,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:57 +0100"
11978,"The Plague of the Zombies",1966,Approved,"12 Jan 1966","90 min",,,UK,N/A,N/A,6.7,"2,492",78,5.4,N/A,"The Plague of the Zombies",tt0060841,plague_of_the_zombies,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:34:59 +0100"
11979,"The Plank",1967,N/A,N/A,"55 min",,,UK,N/A,N/A,6.8,756,17,N/A,N/A,"The Plank (1967 film)",tt0062133,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:05 +0100"
11980,"The Plank",1979,N/A,"17 Dec 1979","28 min",,,UK,"1 win.",N/A,7.3,403,N/A,N/A,N/A,"The Plank (1979 film)",tt0079722,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:07 +0100"
11981,"The Plastic Age",1925,N/A,"15 Dec 1925","73 min",,,USA,N/A,N/A,6.3,208,33,N/A,N/A,"The Plastic Age (film)",tt0016226,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:10 +0100"
11982,"The Player",1992,R,"10 Apr 1992","124 min",,,USA,"Nominated for 3 Oscars. Another 30 wins & 12 nominations.",86,7.7,"34,933",98,8.7,N/A,"The Player (film)",tt0105151,player,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:12 +0100"
11983,"The Players Club",1998,R,"08 Apr 1998","104 min",,,USA,"1 win.",N/A,5.4,"3,554",31,5.2,N/A,"The Players Club",tt0119905,players_club,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:12 +0100"
11984,"The Play House",1921,G,"06 Oct 1921","18 min",,,USA,N/A,N/A,7.8,"2,256",87,N/A,N/A,"The Playhouse (film)",tt0012570,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:16 +0100"
11985,"The Pleasure Garden",1925,N/A,N/A,"75 min",,,"UK, Germany",N/A,N/A,6.1,"1,047",N/A,N/A,N/A,"The Pleasure Garden (film)",tt0016230,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:16 +0100"
11986,"The Pledge",2001,R,"19 Jan 2001","124 min",,,USA,"1 win & 6 nominations.",71,6.8,"36,619",78,6.8,"Though its subject matter is grim and may make viewers queasy, The Pledge features an excellent, subtle performance by Jack Nicholson.","The Pledge (film)",tt0237572,1104203-pledge,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:18 +0100"
11987,"The Plow That Broke the Plains",1936,Unrated,"10 May 1936","25 min",,,USA,"1 win.",N/A,6.3,400,N/A,N/A,N/A,"The Plow That Broke the Plains",tt0122662,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:20 +0100"
11988,"The Polar Express",2004,TV-PG,"10 Nov 2004","100 min",,,USA,"Nominated for 3 Oscars. Another 5 wins & 14 nominations.",61,6.6,"87,519",56,6.4,"Though the movie is visually stunning overall, the animation for the human characters isn't lifelike enough, and the story is padded.","The Polar Express (film)",tt0338348,polar_express,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:22 +0100"
11989,"The Poor Little Rich Girl",1917,N/A,"05 Mar 1917","65 min",,,USA,"1 win.",N/A,6.9,759,N/A,N/A,N/A,"The Poor Little Rich Girl",tt0008443,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:23 +0100"
11990,"The Pope Must Diet",1991,R,"30 Aug 1991","97 min",,,UK,"1 win.",N/A,5.0,"1,111",33,3.4,N/A,"The Pope Must Die",tt0102691,pope_must_diet,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:25 +0100"
11991,"The Pope of Greenwich Village",1984,R,"22 Jun 1984","121 min",,,USA,N/A,N/A,6.7,"4,741",89,7.4,N/A,"The Pope of Greenwich Village",tt0087932,pope_of_greenwich_village,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:25 +0100"
11992,"The Pornographers",1966,"Not Rated","01 Aug 1966","120 min",,,Japan,"3 wins.",N/A,7.5,"1,305",100,8.0,N/A,"The Pornographers",tt0060560,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:25 +0100"
11993,"The Portrait of a Lady",1996,PG-13,"17 Jan 1997","144 min",,,"UK, USA","Nominated for 2 Oscars. Another 8 wins & 8 nominations.",61,6.2,"7,634",43,5.5,N/A,"The Portrait of a Lady (film)",tt0117364,1074321-portrait_of_a_lady,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:27 +0100"
11994,"The Poseidon Adventure",1972,PG,"13 Dec 1972","117 min",,,USA,"Won 1 Oscar. Another 4 wins & 13 nominations.",N/A,7.1,"28,188",79,6.8,N/A,"The Poseidon Adventure (1972 film)",tt0069113,1016584-poseidon_adventure,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:27 +0100"
11995,"The Poseidon Adventure",2005,"Not Rated","20 Nov 2005","174 min",,,USA,N/A,N/A,4.2,"2,439",46,N/A,N/A,"The Poseidon Adventure (2005 film)",tt0419358,1156154-poseidon_adventure,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:29 +0100"
11996,"The Possession",2012,PG-13,"31 Aug 2012","92 min",,,"USA, Canada","1 win & 4 nominations.",45,5.9,"35,535",40,5.1,"It may be based on a true story, but that doesn't excuse the way The Possession repeatedly falls back on hoary ghost movie clich?s -- or the uninentional laughs it provides.","The Possession (2012 film)",tt0431021,the_possession,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:29 +0100"
11997,"The Postcard Bandit",2003,N/A,"01 Jun 2003","106 min",,,Australia,"1 win & 2 nominations.",N/A,6.6,156,70,N/A,N/A,"The Postcard Bandit (film)",tt0351576,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:33 +0100"
11998,"The Postman",1997,R,"25 Dec 1997","177 min",,,USA,"6 wins & 5 nominations.",29,5.9,"46,421",9,3.8,N/A,"The Postman (film)",tt0119925,postman,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:35 +0100"
11999,"The Postman Always Rings Twice",1946,N/A,"02 May 1946","113 min",,,USA,N/A,N/A,7.6,"11,519",95,8.0,N/A,"The Postman Always Rings Twice (1946 film)",tt0038854,1016591-postman_always_rings_twice,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:36 +0100"
12000,"The Postman Always Rings Twice",1981,R,"20 Mar 1981","122 min",,,"USA, West Germany","1 win & 1 nomination.",N/A,6.6,"13,575",83,6.6,N/A,"The Postman Always Rings Twice (1981 film)",tt0082934,1016592-postman_always_rings_twice,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:37 +0100"
12001,"The Poughkeepsie Tapes",2007,R,N/A,"86 min",,,USA,N/A,N/A,6.2,"6,271",N/A,N/A,N/A,"The Poughkeepsie Tapes",tt1010271,poughkeepsie_tapes,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:38 +0100"
12002,"The Power",1968,Unrated,"21 Feb 1968","108 min",,,USA,N/A,N/A,6.1,885,N/A,N/A,N/A,"The Power (film)",tt0063452,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 06:35:41 +0100"
